App_Name,rating,date,variation,text,feedback,predicted_sentiment
Alexa,5,30-Jul-18,Charcoal Fabric ,bought compare speaker quality first generation speaker like sound better ship daughter though like fact first generation chargeable base bought keeps mobile needs better sound,1,positive
Alexa,5,30-Jul-18,Sandstone Fabric ,love echo still learning things ’ able follow instructions included package found great one utube,1,positive
Alexa,4,30-Jul-18,Heather Gray Fabric ,speaker better 1st generation echo,1,positive
Alexa,5,30-Jul-18,Charcoal Fabric ,thing way cool get one want cool,1,positive
Alexa,5,30-Jul-18,Heather Gray Fabric ,first digital assistant im giving good review speaker really good cheap price prime day fun play used alarm clock thats going get first place ended echo havent go one definitely try itwhat like best number devices connect purchase came smart plug 10 connect lamp alexa turn lights,1,positive
Alexa,5,30-Jul-18,Charcoal Fabric ,husband likes able use listen music wish knew capabilities,1,positive
Alexa,5,30-Jul-18,Charcoal Fabric ,android would allow alexa connect fortunately sister apple cell hour tech support fixed glitches running,1,positive
Alexa,4,30-Jul-18,Charcoal Fabric ,far good,1,positive
Alexa,5,30-Jul-18,Charcoal Fabric ,tried play certain broadway shows like camelot gives ne group camelot,1,positive
Alexa,5,30-Jul-18,Sandstone Fabric ,great,1,positive
Alexa,5,30-Jul-18,Walnut Finish ,satisfied echo alexa controls lights family room wife listen jimmy buffet asking alexa,1,positive
Alexa,2,30-Jul-18,Charcoal Fabric ,like siri fact siri answers accurately alexa dont see real need household though good bargain prime day deals,0,negative
Alexa,5,30-Jul-18,Charcoal Fabric ,love echo still learning every thing works tons fun,1,positive
Alexa,5,30-Jul-18,Heather Gray Fabric ,love much,1,positive
Alexa,3,30-Jul-18,Charcoal Fabric ,different apple play specific list music must amazon spotify “ plusprimeetc ” account must pay play “ ” music 3 stars reason everything else 👍🏻,1,positive
Alexa,5,30-Jul-18,Charcoal Fabric ,excelente lo unico es que esta en español,1,positive
Alexa,5,30-Jul-18,Charcoal Fabric ,im still learning use far echo great sound actually much better expecting,1,positive
Alexa,5,30-Jul-18,Charcoal Fabric ,works ’ expect also good sound quality considering price 7000 sale features,1,positive
Alexa,5,30-Jul-18,Charcoal Fabric ,sound echo 2nd generation phenomenal mention love alexa helpful,1,positive
Alexa,3,30-Jul-18,Sandstone Fabric ,like google better,1,positive
Alexa,5,30-Jul-18,Charcoal Fabric ,lets play learn get,1,positive
Alexa,5,30-Jul-18,Charcoal Fabric ,works advertised easy setup still learning,1,positive
Alexa,4,30-Jul-18,Charcoal Fabric ,great sound easy set,1,positive
Alexa,5,30-Jul-18,Oak Finish ,love alexa bought others friends,1,positive
Alexa,5,30-Jul-18,Charcoal Fabric ,love echo purchased company husband 83 alexa great say name tells joke plays favorite songs,1,positive
Alexa,5,30-Jul-18,Heather Gray Fabric ,😍,1,positive
Alexa,5,30-Jul-18,Charcoal Fabric ,love able listen music easily still learning features available,1,positive
Alexa,4,30-Jul-18,Heather Gray Fabric ,really know could use device used things need overview,1,positive
Alexa,5,30-Jul-18,Heather Gray Fabric ,love wish built hub,1,positive
Alexa,5,30-Jul-18,Charcoal Fabric ,use primarily play music works wonderfully still getting used many things amazon sent several tips since got thanks help,1,positive
Alexa,5,30-Jul-18,Charcoal Fabric ,easy set,1,positive
Alexa,4,30-Jul-18,Charcoal Fabric ,fast response amazing clear concise answers sound quality fantastic still getting used alexia usde echo full extent,1,positive
Alexa,5,30-Jul-18,Charcoal Fabric ,’ needna na nana,1,positive
Alexa,5,30-Jul-18,Charcoal Fabric ,everything expected,1,positive
Alexa,5,30-Jul-18,Sandstone Fabric ,love echo works like said would dont 34smart34 home speak function everything else good,1,positive
Alexa,5,30-Jul-18,Charcoal Fabric ,great sound small package—easy set use fun,1,positive
Alexa,5,30-Jul-18,Charcoal Fabric ,works sounds great,1,positive
Alexa,5,30-Jul-18,Heather Gray Fabric ,sound amazing many collections music,1,positive
Alexa,4,30-Jul-18,Sandstone Fabric ,setting,1,positive
Alexa,5,30-Jul-18,Heather Gray Fabric ,’ always listen,1,positive
Alexa,5,30-Jul-18,Charcoal Fabric ,’ awesome,1,positive
Alexa,4,30-Jul-18,Heather Gray Fabric ,bought control fios television works well ’ hoping time control fios discovered things alexa play music ask great sound alexa play games play radio stations play old time radio programs like long ranger alexa many “ apps ” add abilities day played madlibs great fun also alexa control household appliances purchased alexa compatible power strips control lighting fans tv components ’ looking forward implementing controll also add alexa components chosen music play rooms components located,1,positive
Alexa,5,30-Jul-18,Heather Gray Fabric ,speaker excellent sound works perfectly,1,positive
Alexa,5,30-Jul-18,Charcoal Fabric ,like,1,positive
Alexa,5,30-Jul-18,Charcoal Fabric ,love everything,1,positive
Alexa,5,30-Jul-18,Heather Gray Fabric ,little nervous received new echo im really tech savvy found bit intimidating first didnt take long figure im happy purchase thinking adding echo spot,1,negative
Alexa,4,30-Jul-18,Charcoal Fabric ,like still learning use,1,positive
Alexa,5,30-Jul-18,Charcoal Fabric ,great technology cant believe speaker volume quality wonderful wish bought another one,1,positive
Alexa,5,30-Jul-18,Heather Gray Fabric ,purchased echo dot husband fathers day uses constantly hearing quality sound echo 2nd generation nobrainer best gift ever,1,positive
Alexa,4,30-Jul-18,Charcoal Fabric ,works fine,1,positive
Alexa,5,30-Jul-18,Heather Gray Fabric ,,1,positive
Alexa,5,30-Jul-18,Charcoal Fabric ,clear music,1,positive
Alexa,5,30-Jul-18,Charcoal Fabric ,fun use good sound quality,1,positive
Alexa,5,30-Jul-18,Sandstone Fabric ,echo works well able sync amazon music devices,1,positive
Alexa,5,30-Jul-18,Charcoal Fabric ,works great dont think amazon charge another cent unlimited music 1 prime 2 buy echo,1,positive
Alexa,5,30-Jul-18,Charcoal Fabric ,already echo dot echo even better fuller sound also setup lets phone calls made contact list great,1,positive
Alexa,5,30-Jul-18,Charcoal Fabric ,speaker sounds really good,1,positive
Alexa,5,30-Jul-18,Heather Gray Fabric ,good sound works well,1,positive
Alexa,5,30-Jul-18,Charcoal Fabric ,love alexa savvy support helpful patient,1,positive
Alexa,5,30-Jul-18,Charcoal Fabric ,love thinking getting one prime day discount offered could pass fun ask alexa play song group comes playlist amazon prime music also connect iphone bluetooth play music pandora youtube videos using alexa speaker ive fun asking alexa different types questions information like weather news even time countries downside limited data wifi plan alexa uses burns playing music,1,positive
Alexa,5,30-Jul-18,Charcoal Fabric ,like far lot try yet,1,positive
Alexa,5,30-Jul-18,Heather Gray Fabric ,love using strictly music great,1,positive
Alexa,5,30-Jul-18,Sandstone Fabric ,love echo love size material speaker quality hooked one light easily work additional lights thermostat next echo dot bedroom lot echo think traffic weather trivia etc,1,positive
Alexa,4,30-Jul-18,Charcoal Fabric ,love,1,positive
Alexa,5,30-Jul-18,Charcoal Fabric ,entire family loves alexa echo ’ part family,1,positive
Alexa,5,30-Jul-18,Walnut Finish ,great fun getting know functions product wow family fun homework help talking grandchildrenwho also echo huge bonus cant wait learn,1,positive
Alexa,5,30-Jul-18,Heather Gray Fabric ,love,1,positive
Alexa,5,30-Jul-18,Heather Gray Fabric ,awesome thing love alexa,1,positive
Alexa,5,30-Jul-18,Charcoal Fabric ,worked exactly expected speaker great sound perfect classroom,1,positive
Alexa,5,30-Jul-18,Charcoal Fabric ,love love new little gadget made lives much easier like personal secretary living home hardly need cds anymore since alexa plays everything need going get alexa dots soon rooms thanks,1,positive
Alexa,4,30-Jul-18,Heather Gray Fabric ,speaker surprising quality happy purchase,1,positive
Alexa,5,30-Jul-18,Charcoal Fabric ,easy set works wonderful love,1,positive
Alexa,5,30-Jul-18,Sandstone Fabric ,im really impressed sound quality playing music device bass sounds almost like coming bigger speaker props amazon,1,positive
Alexa,4,30-Jul-18,Charcoal Fabric ,’ still great productbut sound quality seem worsedon ’ get wrong definitely get used within hour definitely feels like echo gen 1 sound quality betterbesides ’ greatwith addition able play bluetooth wifi ’ even better,1,positive
Alexa,4,30-Jul-18,Sandstone Fabric ,outlet work disappointed,1,negative
Alexa,4,30-Jul-18,Charcoal Fabric ,great device responsive helpful,1,positive
Alexa,2,30-Jul-18,Charcoal Fabric ,sound terrible u want good music get bose,0,negative
Alexa,4,30-Jul-18,Charcoal Fabric ,liked sound troubling paid extra money access million songs sometimes doesnt work ex alexa play italian songs34 dont don34 understand play opera tosca response 34sorry don34t,1,positive
Alexa,5,30-Jul-18,Charcoal Fabric ,easy set use bad plugged would nice take outside operate battery recharged,1,positive
Alexa,5,30-Jul-18,Charcoal Fabric ,still learning ways use real hit grandkids ask play music dance 5 7 yrs cute,1,positive
Alexa,4,30-Jul-18,Oak Finish ,45 5 stars generally like product great ask like playing music setting timers making calls reason didnt rate 5 5 sometimes connection dies echo stops playing music shows red ring seems connection issue overall great product,1,positive
Alexa,5,30-Jul-18,Charcoal Fabric ,works great upgraded echo dot full size echo ’ happier,1,positive
Alexa,5,30-Jul-18,Charcoal Fabric ,alexa else say,1,positive
Alexa,5,30-Jul-18,Charcoal Fabric ,upgraded lilttle echo dot happy sound,1,positive
Alexa,4,30-Jul-18,Sandstone Fabric ,excellent product set ease well,1,positive
Alexa,5,30-Jul-18,Heather Gray Fabric ,ive first gen echo since first came worked well purchased 2nd gen prime day far im happy seems improved speaker provides enhanced sound music,1,positive
Alexa,5,30-Jul-18,Charcoal Fabric ,love echo smart speaker love volume clarity easy set wonderful gift age,1,positive
Alexa,5,30-Jul-18,Charcoal Fabric ,wonderful product fast delivery,1,positive
Alexa,4,30-Jul-18,Charcoal Fabric ,initially harder set called tech ’ knowledgeable working great,1,positive
Alexa,5,30-Jul-18,Heather Gray Fabric ,easy set family love ’,1,positive
Alexa,5,30-Jul-18,Charcoal Fabric ,great sound responsive voice commands,1,positive
Alexa,5,30-Jul-18,Sandstone Fabric ,live long without echo get enjoy music style asking alexa going upgreade wireless love echo love alexa,1,positive
Alexa,5,30-Jul-18,Heather Gray Fabric ,cool product speaker sounds good spotify blasting,1,positive
Alexa,5,30-Jul-18,Charcoal Fabric ,much fun alexa love able listen music ’ across room busy something else,1,positive
Alexa,5,30-Jul-18,Charcoal Fabric ,far seems nice item picks voice understands without problems day asked turn music next room heard fine ive used listen music check weather done things well,1,positive
Alexa,5,30-Jul-18,Charcoal Fabric ,love echo,1,positive
Alexa,5,30-Jul-18,Charcoal Fabric ,love itshe helpful use remembering things sleep ask anything week still learning,1,positive
Alexa,4,30-Jul-18,Charcoal Fabric ,better 1st gen every way except one really miss ring top volume control quicker easier grab top twist without look buttons find 3434 one press times also wish bass bit better great device im happy,1,positive
Alexa,5,30-Jul-18,Charcoal Fabric ,love alexa,1,positive
Alexa,5,30-Jul-18,Charcoal Fabric ,far like 🤓,1,positive
Alexa,5,30-Jul-18,Heather Gray Fabric ,thoroughly enjoying ecoo love read audiobook office simply open audiobook kindle continue elsewhere wonderful listening music mood book great setting reminders much,1,positive
Alexa,5,30-Jul-18,Charcoal Fabric ,still love,1,positive
Alexa,5,30-Jul-18,Charcoal Fabric ,love,1,positive
Alexa,5,30-Jul-18,Heather Gray Fabric ,love sound quality unit clear sound,1,positive
Alexa,4,30-Jul-18,Sandstone Fabric ,listening talk radio morning turning lights etc system excellent job full house sound system streaming sirius,1,positive
Alexa,5,30-Jul-18,Charcoal Fabric ,week still learning alexa learning process love music call time listen podcasts radio stations started keeping shopping lists grocery lists love ’ search paper pencil getting time temperature great wait weather reports sound good fussy woofers tweeters base etc echo fine afternoon going try “ dropping ” son gets home going surprise,1,positive
Alexa,1,30-Jul-18,Charcoal Fabric ,much features,0,negative
Alexa,5,30-Jul-18,Charcoal Fabric ,great sound quality great features great product multi room music cool,1,positive
Alexa,5,30-Jul-18,Charcoal Fabric ,cool,1,positive
Alexa,5,30-Jul-18,Charcoal Fabric ,everyone echo two three bought echo qvc,1,positive
Alexa,3,30-Jul-18,Sandstone Fabric ,annoying everything show alexa able downloaded spend much time trying figure phrase machine may well look,1,negative
Alexa,5,30-Jul-18,Charcoal Fabric ,alexa since beginning accidentally spilled water replaced 2nd generation decided couldnt without echo setup easy working within minutes,1,negative
Alexa,5,30-Jul-18,Charcoal Fabric ,like able tell alexia music want hear sometimes trouble finding song specific title,1,positive
Alexa,5,30-Jul-18,Heather Gray Fabric ,like looks better original echo moved old echo basement family room nice sound,1,positive
Alexa,5,30-Jul-18,Charcoal Fabric ,echo wonderful im still learning use music requests somewhat limited,1,positive
Alexa,3,30-Jul-18,Heather Gray Fabric ,doesnt know half things asked cant recognize sprinkler wifi controller even though product details says compatible cant program change wifi thermostat settings matched wifi router handy music player thats amazon music,1,positive
Alexa,5,30-Jul-18,Sandstone Fabric ,love,1,positive
Alexa,5,30-Jul-18,Sandstone Fabric ,awesomeunderstands kids,1,positive
Alexa,5,30-Jul-18,Charcoal Fabric ,pleasantly surprised sound quality many features nice easily hear particular artist hear books simple command looking forward exploring options device,1,positive
Alexa,5,30-Jul-18,Heather Gray Fabric ,met exceeded expectations easy set really quick responses,1,positive
Alexa,5,30-Jul-18,Charcoal Fabric ,like fact get kind music prime want request alexa liked informative photo little pamphlet wish included connect tv etc commands alexa really love music,1,positive
Alexa,4,30-Jul-18,Charcoal Fabric ,found way access echo thorough prime account think part top line video music etc also think setup app define example music like well integrated echo tried ask playlist echo sure even though set play list settings also like fact words exact match playlist names never rememberi like ready nature echo respond queries,1,positive
Alexa,5,30-Jul-18,Charcoal Fabric ,great item added audible books makes even better thank,1,positive
Alexa,5,30-Jul-18,Charcoal Fabric ,prime day 2nd gen echo sale couldnt resist beginning smart home set couldnt happier say alexa done amazing job connecting smart devices thanks control lights smart plugs tv etc trouble connecting echo wifi phone app works perfectly fine lets add skills routines smart devices timers much sound quality good enough since audiophile alexa hear voice even watching movies high volume design great modern definitely add nice touch home change covers youd like sale overall great addition home enables many possibilities havent yet sure add alexa home,1,positive
Alexa,5,30-Jul-18,Oak Finish ,versatile fun,1,positive
Alexa,5,30-Jul-18,Heather Gray Fabric ,works great killer speaker wife son love,1,positive
Alexa,5,30-Jul-18,Walnut Finish ,regret waiting long purchase item surprised pleased sound quality,1,positive
Alexa,1,30-Jul-18,Sandstone Fabric ,stopped working 2 weeks didnt follow commands really fun working,0,negative
Alexa,5,30-Jul-18,Heather Gray Fabric ,far love working getting things set love grocery list app,1,positive
Alexa,4,30-Jul-18,Charcoal Fabric ,performs pretty much expected disappointed provide terminology need play various kinds music without subscribing amazon music service understand music choices may limited without knowing ask access music provided free along echo purchase chart showing language need use,1,positive
Alexa,5,30-Jul-18,Charcoal Fabric ,easy set,1,positive
Alexa,3,30-Jul-18,Charcoal Fabric ,like product except speakers high quality expected,1,positive
Alexa,5,30-Jul-18,Walnut Finish ,great investment alexa helped made laugh,1,positive
Alexa,5,30-Jul-18,Heather Gray Fabric ,yet another exho home love,1,positive
Alexa,5,30-Jul-18,Charcoal Fabric ,love plan gender music big band jazz easy find local radio sound good stop voice command get phone call,1,positive
Alexa,5,30-Jul-18,Charcoal Fabric ,good value,1,positive
Alexa,5,30-Jul-18,Heather Gray Fabric ,super easy set loving new echo,1,positive
Alexa,5,30-Jul-18,Charcoal Fabric ,whats like speaker ask alexa,1,positive
Alexa,5,30-Jul-18,Charcoal Fabric ,best fathers day gift dad joked mom alexa one listening repeated stories going forward,1,positive
Alexa,5,30-Jul-18,Charcoal Fabric ,great addition breakfast room kitchen tunes information instantly available slowly learning features,1,positive
Alexa,5,30-Jul-18,Heather Gray Fabric ,sound quality,1,positive
Alexa,2,30-Jul-18,Heather Gray Fabric ,sad joke worthless,0,negative
Alexa,5,30-Jul-18,Oak Finish ,entertainment,1,positive
Alexa,5,30-Jul-18,Heather Gray Fabric ,good quality,1,positive
Alexa,4,30-Jul-18,Charcoal Fabric ,works great sounds great miss beat wish battery better portability,1,positive
Alexa,5,30-Jul-18,Charcoal Fabric ,loved till someone stoled cant afford replace yet going,1,positive
Alexa,5,29-Jul-18,Charcoal Fabric ,alexa rocks,1,positive
Alexa,4,29-Jul-18,Charcoal Fabric ,got gift love never would bought one allows play music amozon prime music thats worth also gives news briefs tells jokes,1,positive
Alexa,3,29-Jul-18,Heather Gray Fabric ,,1,positive
Alexa,5,29-Jul-18,Charcoal Fabric ,mom bought echo dots repeated ask take one great told “ ” two days made take 6 hours later could live life without ’ amazing four large speakers small echo dot returning say ’ going order alexa speaker go big get echo otherwise tou ’ returning two echo dots ’ live without,1,positive
Alexa,5,29-Jul-18,Heather Gray Fabric ,love great product,1,positive
Alexa,5,29-Jul-18,Charcoal Fabric ,easy set user friendly,1,positive
Alexa,2,29-Jul-18,Charcoal Fabric ,really disappointed alexa plugin wall socket time fault checking made assumption company technologically advanced amazon would sell product rechargeable battery could return would apple music boom speaker give flexibility alexa,0,negative
Alexa,3,29-Jul-18,Charcoal Fabric ,dont think 342nd gen34 sounds good 1st aux could add external speaker going wouldnt get dot 2nd issue isnt unique unit dont understand cant override default prevents playing blue tooth speaker playing 34group34 get delay using bt speaker units heard able play group using bt speaker,1,positive
Alexa,5,29-Jul-18,Charcoal Fabric ,everything,1,positive
Alexa,3,29-Jul-18,Heather Gray Fabric ,like interaction asking questions ’ like ’ ask setup schedule connected lamp,1,positive
Alexa,5,29-Jul-18,Charcoal Fabric ,supberb sound definitely worth extra money listen lots music,1,positive
Alexa,5,29-Jul-18,Charcoal Fabric ,really love amazon echo think sound quality great lot fun really handy music get updates weather sports,1,positive
Alexa,5,29-Jul-18,Charcoal Fabric ,love grandkids,1,positive
Alexa,4,29-Jul-18,Heather Gray Fabric ,far worked well always intuitive link different devices skills getting hang,1,positive
Alexa,5,29-Jul-18,Charcoal Fabric ,works advertised,1,positive
Alexa,5,29-Jul-18,Sandstone Fabric ,love,1,positive
Alexa,4,29-Jul-18,Sandstone Fabric ,love new addition house speaker quality great love alexa two complaints suggestions future series would better communication ability example smart lights house unless specify kitchen light 1 kitchen light 2 prior command either ’ respond says ’ recognize may want alexa respond say thank afterwards repeat alexa thank times ’ respond husband know sounds odd laugh maybe ’ southern thing want alexa manners,1,positive
Alexa,5,29-Jul-18,Sandstone Fabric ,like everything music trivia games weather,1,positive
Alexa,5,29-Jul-18,Charcoal Fabric ,described received time like automatic enrolment music,1,positive
Alexa,5,29-Jul-18,Charcoal Fabric ,great device,1,positive
Alexa,3,29-Jul-18,Sandstone Fabric ,owned echo overa year new lacks easy way increase decrease volume without telling increase decrease volume hard wife since english second language born korea sound echo superb ’ keep,1,positive
Alexa,5,29-Jul-18,Charcoal Fabric ,love kitchen works well,1,positive
Alexa,5,29-Jul-18,Charcoal Fabric ,nice im impressed wish say though,1,positive
Alexa,5,29-Jul-18,Charcoal Fabric ,love product nice easy access much info,1,positive
Alexa,2,29-Jul-18,Sandstone Fabric ,got great sound bass doesnt work time still hot miss recognizes things,0,negative
Alexa,4,29-Jul-18,Charcoal Fabric ,still discovering echo,1,positive
Alexa,5,29-Jul-18,Charcoal Fabric ,amazing paroduct,1,positive
Alexa,4,29-Jul-18,Heather Gray Fabric ,good hearing range sound quality bit complicated set doesnt quite understand lot even speaking slowly clearly love flash briefing feature interfacing abode home security system,1,positive
Alexa,4,29-Jul-18,Charcoal Fabric ,speaker sounds good,1,positive
Alexa,5,29-Jul-18,Charcoal Fabric ,absolutely love,1,positive
Alexa,5,29-Jul-18,Charcoal Fabric ,best part product control thermostat lights house ’ anything dislike,1,positive
Alexa,5,29-Jul-18,Charcoal Fabric ,thoroughly enjoying amazon echo installation easy using alexa app purchased 2 kasa smart plugs control living room lights installation easy using kasa app sinqued right echo enjoying playing music echo sound quality awesome weve added kasa smart bulb kitchen setup seamless looking forward adding automation home,1,positive
Alexa,5,29-Jul-18,Charcoal Fabric ,home entertainment,1,positive
Alexa,4,29-Jul-18,Heather Gray Fabric ,cool product easy setup fun use sound quality much better anticipated,1,positive
Alexa,5,29-Jul-18,Heather Gray Fabric ,love great sound easy connect use,1,positive
Alexa,5,29-Jul-18,Charcoal Fabric ,doesnt work fairly new smart tv thats mainly tv manufacturerslg fault due supporting anything older tvs year smart locks also need additional piece equipment order connect well speakers sound great works well,1,positive
Alexa,5,29-Jul-18,Charcoal Fabric ,great sound little speaker,1,positive
Alexa,5,29-Jul-18,Charcoal Fabric ,enjoy,1,positive
Alexa,5,29-Jul-18,Sandstone Fabric ,,1,positive
Alexa,5,29-Jul-18,Heather Gray Fabric ,cool,1,positive
Alexa,4,29-Jul-18,Charcoal Fabric ,good quality great sound quality,1,positive
Alexa,5,29-Jul-18,Charcoal Fabric ,works perfectly,1,positive
Alexa,4,29-Jul-18,Heather Gray Fabric ,great product sometimes alexa understand commands fire tv fabulous speaker,1,positive
Alexa,4,29-Jul-18,Charcoal Fabric ,love echo great sound smart,1,positive
Alexa,5,29-Jul-18,Heather Gray Fabric ,sure love,1,positive
Alexa,5,29-Jul-18,Charcoal Fabric ,plays great,1,positive
Alexa,5,29-Jul-18,Charcoal Fabric ,works absolutely great,1,positive
Alexa,5,29-Jul-18,Charcoal Fabric ,amazing product great sound quality,1,positive
Alexa,5,29-Jul-18,Charcoal Fabric ,best thing ive invested thank much 😁😁😁😁,1,positive
Alexa,5,29-Jul-18,Charcoal Fabric ,extremely impressed item bought 34warehouse34 34outlet34 34minor imperfection cant tell even one works great didnt come packaging sealed damage wasnt missing anything like sound quality see knock bose great family easy use minor learning curve learns voice integrates seamlessly amazon servicescant wait get classroom lot fun even speaker let alone plan,1,positive
Alexa,5,29-Jul-18,Sandstone Fabric ,love echo show bedroom wonderful music info sleeping sounds,1,positive
Alexa,5,29-Jul-18,Sandstone Fabric ,awesome life changer seriously able start morning alexa 34wake34me alarm playing music gotten used voice another room 34listen34 say love echos dont hesitate get one price speaker unbelievable buying cordless holder take echo anywhere love purchase love alexa,1,positive
Alexa,2,29-Jul-18,Sandstone Fabric ,super impressed alexa prime lapsed wouldnt play anything isnt smart enough differentiate among spotify accounts cant use either randomly speaks nobody talking today unplugged hernot sure ill ever use alexa,0,negative
Alexa,5,29-Jul-18,Charcoal Fabric ,like everything,1,positive
Alexa,5,29-Jul-18,Heather Gray Fabric ,liked 100,1,positive
Alexa,5,29-Jul-18,Charcoal Fabric ,never issue buying use electronics long get good like new read comment see used,1,positive
Alexa,5,29-Jul-18,Charcoal Fabric ,family really loves new echo,1,positive
Alexa,5,29-Jul-18,Heather Gray Fabric ,bought wife loves,1,positive
Alexa,5,29-Jul-18,Charcoal Fabric ,fun got today pod go car use house,1,positive
Alexa,4,29-Jul-18,Sandstone Fabric ,like,1,positive
Alexa,5,29-Jul-18,Sandstone Fabric ,third echo worth every penny like 3 household employees small flat rate keep bedrooms living room dropin use intercom listen music answer quick questions alarms wake school etc,1,positive
Alexa,5,29-Jul-18,Charcoal Fabric ,listen music set timer,1,positive
Alexa,5,29-Jul-18,Sandstone Fabric ,received echo perfect condition device easy set responds quickly without issues alexa great addition family,1,positive
Alexa,5,29-Jul-18,Charcoal Fabric ,good sound like music scheduling like get random thoughts recorded think jokes cute,1,positive
Alexa,5,29-Jul-18,Charcoal Fabric ,purchased beginning learn far pleased amazed different actions perform enjoying looking forward learning options provides,1,positive
Alexa,5,29-Jul-18,Sandstone Fabric ,echo great others even though smaller,1,positive
Alexa,5,29-Jul-18,Charcoal Fabric ,funny buy something looks fun winds totally useful part home loving,1,positive
Alexa,3,29-Jul-18,Charcoal Fabric ,bought replace 34dot34 living room speaker slightly better hears better tv unfortunately doesnt understand respond requests well dot frequently request 2 3 times get want dot usually exactly want first request dont consider upgrade,1,positive
Alexa,5,29-Jul-18,Charcoal Fabric ,good experience far second generation echo many things learn time yet right mostly enjoying music weather updates using alarm feature personality also purchased mini smart socket yes excited begin using,1,positive
Alexa,5,29-Jul-18,Charcoal Fabric ,’ trouble connecting tv ’ exactly tech smart ’ sure one grandsons figure far ’ using mostly music,1,positive
